physName,comment,commentDate,ratingStaff,ratingPunctuality,ratingHelpfulness,ratingKnowledge
Dr. James Culnan,"I am not surprised to see excellent rating on Dr. Culnan. He was extremely patient with me and listened to all of my worries and answered all my questions with respect even though I was 15 mins late. I remember him as being very kind, warm, caring and knowledgeable.","April 5, 2012",5,5,5,5
Dr. James Culnan,"Excellent doctor, highly recommend him. Great bedside manners. Really cares about his patient.","April 4, 2012",5,5,5,5
Dr. James Culnan,"I had waited 5 months for today's appointment. Having read this site's reviews, I had high hopes but it did not go as expected. I waited 15mins for the previous patient to leave and he just spent 15min for me in total. I have not had a chance to ask my questions. Maybe he did not want to talk before seeing my colonoscoy results. I'll see.","Submitted October 6, 2011",4,3,3,4
Dr. James Culnan,"Dr. Culnan is the best GI have ever dealt with. He is knowledgeable, curteous and very helpful.","March 22, 2010",5,5,5,5
Dr. James Culnan,"Wonderful Doctor. Always on time (never wastes your time), friendly, knowledgeable, really knows his stuff. His secretary (Alison) is just as great. This doctors office could not be better organized!","August 5, 2009",5,5,5,5
Dr. James Culnan,"Very knowledgeable, and extremely patient. Explains everything. Lucky to have been recommended to him.","May 28, 2009",5,5,5,5
Dr. Sam Elfassy,"Diagnosed one of my family members with cancer; he was very professional and kind, and organized all appropriate follow up for them ASAP. He literally saved her life. Thank you Dr Elfassy.","August 14, 2017",5,5,5,5
Dr. Sam Elfassy,"I have been seeing Dr. Elfassy for over a year now for my abdominal Pain. I could not be more happy with his extraordinary knowledge and care. Dorie his secretary is amazingly helpful, kind and very professional! I definitely would recommend Dr. Elfassy to anyone in need who is seeking for an extraordinary Gastroenterologist ! 
Definitely 5 + Stars !
Lily Lopez","April 19, 2017",5,5,5,5
Dr. Sam Elfassy,Thank you Dr. Elfassy for your helpful advice in dealing with my IBS. I was truly fortunate to get in to see you earlier than my original appointment months away and am very grateful for this. Thanks to all.,"Submitted March 12, 2017",5,4,5,5
Dr. Sam Elfassy,"Thank You Dr.Elfassy for your thorough examination of my gastrointestinal discomfort and for a definitive diagnoses of my ailment. Dr.Elfassy has Excellent bedside manners and he is very empathetic .
I'll admit I was a little apprehensive when I first Dr.Elfassy for he is young , however, I learned very quickly that he understands gastrointestinal ailaments and walked me through my particular discomfort issue with a complete diagnosis and a clear recommendation with a defined follow-up course of action..","December 5, 2016",4,4,5,5
Dr. Sam Elfassy,"I have had a lot of gastroenterologist in my 11 years with ulcerative colitis. I have to say, Dr El Fassy is the best of all. He is thorough, patient, and up to date on care guidelines and therapies. I couldn't be happier, I wish more doctors were like him. His enthusiasm is genuine, he really seeks to make you as healthy as possible.","October 6, 2016",5,5,5,5
Dr. Sam Elfassy,"Dr. Elfassy actually saved my life 2 years ago, when nobody knew what to do with me. His is very attentive to his patients and knowledgeable about new treatment options that work out the best for them. I wish we will have more physicians like him!","August 4, 2016",5,5,5,5
Dr. Sam Elfassy,"Dr. Elfassy is a great doctor. He is very knowledgeable, listen to you and explain the symptoms. He has good bedside manner. When I was in his care, I did feel comfortable with him. Dr. Elfassy, I want to said ""thank you for everything you had done for me in short time"", You are the best!","July 27, 2016",5,5,5,5
Dr. Sam Elfassy,Such a nice doctor. Great bedside manner. Very knowledgeable and reassuring.,"May 19, 2016",5,5,5,5
Dr. Sam Elfassy,"Dr. Elfassy is a great gastroenterologist. He is a great listener, never makes you feel awkward or uncomfortable when discussing symptoms. He is extremely knowledgeable about what treatments and medicines are current and new. He is very thorough and will do whatever it takes to get to the source of the problem and rectify things as efficiently as possible. Hands down - best specialist in the field!","May 20, 2015",5,5,5,5
Dr. Sam Elfassy,"Dr. Elfassy is the best! He is always takes the time to listen, and never rushes. I have been severely ill, and he always is able to make time to see me. After a number of horror stories with other doctors, Dr. Elfassy pretty much saved my life. He is very knowledgable, thorough, and works with you to decide on the best course of action. He is the best doctor out there.","April 16, 2015",5,5,5,5
Dr. Sam Elfassy,"Dr. Elfassy is extremely knowledgable, kind, patient, and empathetic. He takes the time to listen and understand your needs. He has incredible bed side manners and ensures that all his patients are taken care of, even if that means that he has to stay late. He is typically the last Doctor most people would visit. I would highly recommend him to anyone seeking a GI specialist.","March 24, 2015",5,5,5,5
Dr. Sam Elfassy,"Dr. Elfassy is by far the best doctor I have ever dealt with. I see that some people have rated him low for punctuality, but I would have to make a point to defend him about this. He is extremely hard working, and takes care of quite a few seriously ill patients, myself included. When you do go to see him, take note of how full his waiting room is. He starts work at 7am, and would often come visit me in the hospital as late as 7pm. I must take responsibility for a few occasions where I took up other patients time in life threatening emergency situations. Anytime I called about an emergency, he made immediate time for me, and therefore, I took up some of his other patients time. This however, in my opinion, only shows what a caring doctor he is.... If you are seriously sick, he cares enough to make time for you. Although I do apologize for taking up other people's time in emergencies, I can assure you that they were genuine life threatening emergencies in which Dr. Elfassy literally saved my life. 
He is a persistent young man that exhausts all his resources without ever giving up. There were two occasions where I wanted to give up, but he was relentless in his support and hope.
He oversaw my care while I was hospitalized for a month, and was by my bedside almost every single day.
Yes, he is quite young. However, this is an attribute rather than a flaw. Because of his youth, he is knowledgeable about new research, technologies, medication, procedures, and rare diseases. He utilizes technology to find a diagnoses, and has the best bedside manners I have ever encountered. He is also less likely to retire anytime soon, which makes me feel better knowing that I will have him as support for a long time.
He was the first doctor to ever believe me, after suffering with abdominal adhesions for three years; and having doctors from other hospitals telling me it was in my head. He diagnosed me with gastroparesis, and a suspicion of abdominal adhesions from a previous surgery. I would not be alive today if it were not for Dr. Elfassy, as when the surgeon found my adhesion, it was the size of a car seatbelt, and had begun to strangle my intestines.
This doctor goes above and beyond, and in the course of being so ill, I have dealt with dozens of doctors and specialists. There is no other doctor that I would give a higher rating to. He is second to none.","January 10, 2015",5,5,5,5
Dr. Sam Elfassy,He' s never on time and his secretary is never around to answer phone calls. Leave a couple of messages and never heard back from her. I,"December 12, 2014",1,1,3,3
Dr. Sam Elfassy,Dr Elfassy is extremely knowledgable and takes the time to explain and involve his patients in their own care. He has a kind and caring bedside manner. I would definitely recommend him to anyone who needs a gastroenterologist.,"December 7, 2014",5,4,5,5
Dr. Sam Elfassy,Dr Elfassy is an excellent physician who took the time to listen and thoroughly explain my symptoms . He has extensive knowledge and I felt very comfortable. His receptionist is delightful. Very caring individuals. thank you,"November 8, 2014",5,3,4,5
Dr. Sam Elfassy,"Every person who came out of his office had been scheduled for a colonoscopy so I wasn't surprised when it happened to me too. His receptionist is extremely rude. He is unsympathetic, brisk, and looks about twelve (which would not matter if he were a better doctor).","Submitted November 3, 2014",1,2,1,1
Dr. Sam Elfassy,Dr. Elfassy brings a fresh face and knowledgable outlook to St. Joes. He is very helpful and was extremely quick to diagnose my illness after just an intial consultation. I am confident that he will continue to help others and consider myself very fortunate to have been referred to him.,"July 23, 2014",5,4,5,5
Dr. Sam Elfassy,Dr. Elfassy brings a fresh face and knowledgable outlook to St. Joes. He is very helpful and was extremely quick to diagnose my illness after just an intial consultation. I am confident that he will continue to help others and consider myself very fortunate to have been referred to him.,"June 17, 2014",5,4,5,5
Dr. Jamie Gregor,"Love Dr. Gregor. He listens and works with you to help your issues. He's very knowledgeable and up to date on all new meds. 
**Only downfall...his receptionist never returns calls. It took almost 3 weeks for her to return my calls for an issue with my prescription. My pharmacy contacted her as well, and I'm sure that's the only reason she finally called me back. Disappointing. BUT, I will not stop seeing Dr. Gregor.","September 13, 2017",1,4,5,5
Dr. Jamie Gregor,"Dr. Gregor did not accept me as a patient assuming that the pain I've been having for over two years was caused by the gynecological surgery. This summer, I had an internal bleeding, which turned out to be due to stomach ulcer. Was very disappointed then and even more upset now!","December 4, 2016",3,2,1,1
Dr. Jamie Gregor,"Dr Gregor is amazing. He listens, is caring, and very knowledgeable. He takes what the patient has to say into consideration. He's truly helped my year long GI struggle and I can't thank him enough. He's very open and up to date on current research. Only downfall is the receptionist does not return calls, even about confirming appointments. And apparently this is a well-known issue.","September 25, 2016",3,5,5,5
Dr. Jamie Gregor,amazing doctor.very thorough and I would not let anyone else take care of me.,"February 26, 2016",5,5,5,5
Dr. Jamie Gregor,Great doctor always available when I need him. So caring and helpful,"November 2, 2015",5,5,5,5
Dr. Jamie Gregor,Always caring and professional. His staff will schedule you in on shortest notice when care is needed.,"February 22, 2015",5,5,5,5
Dr. Jamie Gregor,"Amazing doctor with excellent bedside manor. Really makes you feel important, like you're his only patient. Such a shame that I can't say the same about his receptionist. Joanne is impossible to reach, does not return voicemails, and is very rude and unorganized. Luckily Dr Gregor makes up for it at the appointments with his care and good attitude.","January 8, 2015",1,4,5,5
Dr. Jamie Gregor,"Is patient and kind with my husband, despite his fears, emotions and occasionally difficult personality. He made my husband's treatment plan based on his concerns and helped him overcome his flair of his disease. I can't think him enough.","December 29, 2014",5,5,5,5
Dr. Jamie Gregor,"With ongoing abdominal pain, nausea for the last 2-4 yrs numerous testing completed all inclusive Dr. Gregor determined what the probable cause is. We have started an action plan hoping this may potentially give me my life back. Thank you Dr. Gregor for your professional opinion I am remaining optimistic with the outlined action plan.","December 3, 2014",4,4,5,5
Dr. Jamie Gregor,"After numerous months of persistent nausea and vomiting I was referred to Dr. Gregor. He listened to my concerns, was very informative and had a diagnosis with a plan of action within minutes of consultation. I would recommend him to others, very professional.","May 29, 2014",4,5,5,5
Dr. Jamie Gregor,"Very professional, thorough and genuinely listens to my concerns. All the negativity in my opinion is nonsence. A fantastic physician. Would recommend him to all my friends and family.","April 29, 2014",5,5,5,5
Dr. Jamie Gregor,"After dealling with a surgeon in St Thomas for over a year who was very arrogant and had no idea what my issue was I fought to get to see Dr Gregor who diagnosised my issue right away and is treating me for something that should of been caught along time ago. Dr Gregor was professional and I felt actually listened to me, the nursing staff were so kind and made me feel comfortable while in hospital. These people anwsered my questions. Must add that the nursing staff in St Thomas were very nice too it was just the surgeon that I saw over the past 12 months plus that needs to learn bedside manners. Even Dr Gregors reception staff are cool.","January 16, 2013",5,5,5,5
Dr. Jamie Gregor,Dr Gregor was very informative and open to listening to patients thoughts about treatment. Dr Gregor was respectful and displayed an open mind.,"December 11, 2012",3,5,5,5
Dr. Jamie Gregor,"I recommend Dr. Gregor. Staff if efficient and organized. Dr. Gregor is polite, kind and gives explanation. Any questions asked were answered. I did not have to wait for an extended time for office appt. Very efficient time management. My treatment was very effective and I will return as needed.","July 31, 2012",5,5,5,5
Dr. Jamie Gregor,"Dr. Gregor is quite possibly the worst doctor I've ever seen. My experience of him has been completely contrary to the other reviews here. He always keeps me waiting (sometimes up to an hour in clinic), seems unconcerned about side effects of heavy drugs such as methotrexate, and how they may affect the future of a 20 year old woman. I have had a difficult case where I have had serious adverse reactions to many medications and treatments, and he has used this to try to guilt me into consenting to treatments I am not comfortable with. He has never listed side effects, pros or cons of any medications, handed me any pamphlets or given me any additional alternative treatments. He has't even been able to offer me a referral to a dietitian. He seems far more concerned with how much money he is going to make off the drugs he prescribes you than how they work for you. This man should be in a research lab working on medications and treatments, not dealing with people.","October 31, 2011",2,1,1,2
Dr. Jamie Gregor,A professional in every sense of the word. Gives me confidence he will do the very best job he can. Personable and tells you exactly what will be done.,"July 12, 2011",5,5,5,5
Dr. Jamie Gregor,Dr. Gregor has always listened to my concerns and has worked deligently with me to make the problem tolerable. He has treated urgent problems quickly. He does not hestiate to refer me to other specialists.,"February 23, 2010",5,5,5,5
Dr. Jamie Gregor,I have been with this doctor for 10 years. I have nothing but good things to say about him!,"January 13, 2010",5,4,5,5
Dr. Jamie Gregor,"Very well-rounded and human approach to medicine. Excellent bedside manner. He's always smiling, which makes me feel better even on days when I'm feeling sick. He answers all my questions and has never dismissed any of my concerns. He always asks if there's ""anything else"" before he leaves the room, and/or hovers by the door for a few seconds just in case. Dr. Gregor readily orders all sorts of tests instead of just guessing what the problem is. He lists several alternatives for treatment and describes pros and cons of each, so that I can choose what is best for me. When proposing serious treatment options (i.e. strong drugs), he provides brochures; he readily sends in staff to discuss financial aid options for expensive drugs. To sum up: he's awesome. I highly recommend him to anyone with gastrointestinal problems.","July 13, 2009",4,4,5,5
Dr. Jamie Gregor,"I did not feel that he listened to me. My blood pressure would rise before seeing him. I could not sleep the night prior to an appointment in fear of how he would treat me. He tended to rely on the various medical test rather then listen to the pt. As my husband put, he is the best looking and most skill doctor out there . . . just ask him . . . he is be the first to tell you.","July 12, 2008",5,3,2,4
Dr. Jamie Gregor,"A true professional in every manner! Compasionate and very, very knowledgable. Thanks Dr. Gregor, keep up the good work!","December 4, 2007",5,5,5,5
Dr. Jamie Gregor,"Very friendly easy going helpful, thoroughly explains everything he did and is doing and makes you feel very comfortable. I feel lucky to have been recomended to him and am confident in his knowledge. Wonderful bedside manner.","June 3, 2007","Staff
5
Punctuality
5
Helpfulness
5
Knowledge",5,5,5
Dr. Jamie Gregor,"Dr. Gregor is a super guy, and has been my doc for over five years. He is extremely knowledgeable, and takes the time to explain your health situation clearly and in a friendly manner. It is obvious that he cares about the well being of his patients a great deal.","May 17, 2007","Staff
4
Punctuality
5
Helpfulness
5
Knowledge",4,5,5
Dr. Issam El-Takli,"Great doctor. Listens and explains.
You don't feel rushed.
He found my Crohns after me suffering for 2 1/2 years. Been with him for 5 yrs","July 13, 2017",4,4,4,4
Dr. Issam El-Takli,Great experience. Very organized office. Great secretary who is very helpful. Dr. Eltakli was amazing and did not make me feel rushed. Very happy that I was referred to him.,"July 1, 2017",5,5,5,5
Dr. Issam El-Takli,I've been a patient of Dr. El Takli for over 10 years. I suffer from IBS and have seen many Doctors. No body could help me like Dr. El Takli. He is very knowledgeable. He is so easy to talk to. I would and have recommended him to many people. Keep up the great work!,"June 8, 2017",5,5,5,5
Dr. Issam El-Takli,"I've been seeing Dr. El Takli for over almost 10 yrs and wouldn't change unless I absolutely had to. He's knowledgeable, has a pleasant bedside manner and I trust him to look after me. His secretary Cam is also very nice, efficient and has always followed up when I've left messages.","April 12, 2017",5,5,5,5
Dr. Issam El-Takli,I was very pleased that I decided to wait to see him. Wait time to see him can be long but it is worthwhile. He was very pleasant and has great bed side manners. He was very professional and dealt with my multiple complaints. He makes you calm and relaxed.,"March 17, 2017",5,5,5,5
Dr. Issam El-Takli,Took care of me at the hospital and found out the cause of my longstanding problem in no time. He is a great doctor. His secretary is very nice and helpful.,"March 6, 2017",5,5,5,5
Dr. Issam El-Takli,Excellent doctor and great staff. Can't say enough to thank him,"January 14, 2017",5,5,5,5
Dr. Issam El-Takli,wonderful he saved my life with his quick diagnoses,"October 21, 2016",5,4,5,5
Dr. Issam El-Takli,I had been with Dr. ElTaki for years. He had been the most kind and caring. I have Crohn's that is now under control all because of his great care and going beyond his duty to get me on the appropriate treatments that eventually got my disease under control after several years of suffering.,"July 24, 2016",5,5,5,5
Dr. Issam El-Takli,Dr. EL-TAKLI did not tie off a polyp in my mothers stomach and tried to remove it..caused massive bleeding..told us she would not live through the weekend.well she did and suffered from brain damage as she coded twice during the procedure..also had internal bleeding on and off for 3 months until it opened up completely again and she died a horrible death.nice cover up by dr and hospital staff,"July 9, 2016",1,1,1,1
Dr. Issam El-Takli,Great doctor and staff. Very happy I was referred to him. Keep up the good work.,"May 8, 2016",5,5,5,5
Dr. Issam El-Takli,"I had seen multiple physicians for my problem and not once someone spent that much time with me to explain what is wrong, He was very professional and calm. I felt comfortable. I did not have any discomfort when he did the procedures on me. For sure I recommend him","January 18, 2016",5,5,5,5
Dr. Issam El-Takli,"Have had numerous colonoscopies over the years with many different doctors at 3 different hospitals/clinics. Some have been done under general and others under ""the cocktail"". My latest experience with Dr El-Takli was the worst! Told he was in a hurry so I was doped up more than usual. When the procedure was completed I was told to get dressed and leave. I was doubled over in pain, bleeding, and this was dismissed as normal when one has a few polyps zapped. A year later I still have pain in the exact same area!
2nd experience of the same doctor was at Brampton Civic Hospital for upper GI endoscopy. Dr breezed in with Tim Horton's in hand and shiny penny loafers. Exam room suddenly filled with several students to watch my procedure. None of this was cleared with me. Never saw the Doctor gown or wash his hands before I was knocked out for the test. When I came to, I was sent on my way and told the office would call me. Still waiting. Not impressed at all!","December 16, 2015",3,3,3,3
Dr. Issam El-Takli,"Excellent Doctor, made me feel comfortable right upon meeting him for my colonoscopy at the Scope Clinic. Takes the time to explain everything in a calm manner. Most pleased that I had the procedure performed by him.","December 1, 2015",5,5,5,5
Dr. Issam El-Takli,I went I last week for a routine scope I'm healthy and active and very surprised that he found any at all let alone a big one he put me at ease after the procedure explained everything before and after staff is great very caring and professional I was lucky to have a surgeon of his skill to remove the large polyp in the clinic,"September 21, 2015",5,5,5,5
Dr. Issam El-Takli,I saw Dr. Eltaki at the hospital. He was very professional and took his time to talk to me and my family. I felt very well taken care of. He is a nice man. He listened to my concerns and dealt with them promptly. I feel lucky that he took care of me.,"September 19, 2015",5,5,5,5
Dr. Issam El-Takli,I was very impressed with Dr. El-takli. He helped me after several years of suffering. He managed to diagnose and treat my problem. Very professional and I found his staff amazing.,"July 12, 2015",5,5,5,5
Dr. Issam El-Takli,He took excellent cRe of me. I can't thNk him enough.,"February 25, 2015",5,5,5,5
Dr. Issam El-Takli,Great experience from consultation to scope. He explained every thing in detail and I felt very comfortable.,"October 11, 2014",5,5,5,5
Dr. Issam El-Takli,"I have been seeing Dr. El-Taki for several years. He is a very nice man, very helpful and knowledgeable. have been impressed with him all along. Keep up the good work.","August 13, 2014",5,5,5,5
Dr. Issam El-Takli,Wonderful doctor. Very busy but takes his time to understand and treat your problem. Very busy office though. He is worth the wait.,"July 13, 2014",3,4,5,5
Dr. Issam El-Takli,"Dr. El Tackli is arrogant, uncaring and the most unprofessional doctor I have ever known. His staff are useless also. The phones are always picked up by a machine and both the doctor and staff never return calls. He promises to help his patients but they become empty promises. When he cannot provide a proper diagnois he just shuts the patient and family off. If he were the only doctor in Brampton I would not go to him. There are far better doctors than him so choose wisely.","July 4, 2014",1,2,1,1
Dr. Issam El-Takli,I saw Dr. El-Takli at scope clinic. I was very impressed with his bed side manner and skills. The staff at scope clinic is superb. I had a very good experience. They really know how to make you comfortable. thank you.,"November 3, 2013",5,5,5,5
Dr. Issam El-Takli,"Awesome Doctor! The wait time is average for any doctor while in the waiting room, but long to get an appointment. Busy man because he is so well liked and respected. Extremely polite and honest. I have found his bedside manner to be quite calming and educational. Highly recommend him!","January 13, 2012",3,4,5,5
Dr. Issam El-Takli,"I was treated by this doctor in the hospital and he has no bedside manner, his staff is useless, especially his receptionist Renu. She has no concept of following up or giving results. She couldnt even fax my family doctor any reports about my status.","September 22, 2011",1,2,2,2
Dr. Issam El-Takli,My experience with this doctor was great. I felt so comfortable and all my concerns were dealt with. I recommend him.,"May 15, 2011",5,5,5,5
Dr. Issam El-Takli,"Dr. El-Takli is very kind and is still treating me for the last 4yrs. He is patient with questions, sends referrals to other specialists when ness. and totally explains procedures and results, sometimes with a sketch. He is very poliste and dignifies me by NOT talking down to me or using clinical language I don't understand. He never rushes me out of his office and I'm sure this is why he sometimes runs a little late. But he is worth waiting for and the pat on the shoulder when he reassures me that things will get better makes me leave with a smile on my face, that here is a doctor who really cares:=)","January 23, 2011",4,4,5,5
Dr. Issam El-Takli,Great doctor. Excellent bedside manner. He took his time to find out my problems and he listins. I CERTAINLY recommend him.,"September 13, 2010",4,4,5,5
Dr. Issam El-Takli,"I love this guy, he knows his stuff but lacks bedside manner and his receptionist Renu should be cleaning toilets at a truck stop if she is lucky. No sense or clue to anything, she would have to pay me to","September 8, 2010",1,3,1,4
Dr. Issam El-Takli,Great Doctor. Highly recommanded and Knowledgeable. Great stuff but little busy. Thank You Everyone.,"August 26, 2010",5,5,5,5
Dr. Maya Doumit,I had been suffering for quite awhile with something in my throat. The front office was excellent in getting me into see Dr. Doumit. Upon arrival everyone staff wise was thorough and kind and excellent. Once I was ready for the procedure the Doctor asked me if I had questions and explained the process. Her staff assisting her were excellent. She spoke to my husband and I afterwards and we did not feel rushed.,"February 1, 2017",5,5,5,5
Dr. Maya Doumit,"Dr. Doumit and her team are amazing. I had a colonoscopy at her clinic today. From the moment I walked in, the staff made me feel comfortable. Dr. Doumit was so compassionate and took the time to make sure I felt reassured before starting the procedure. Dr. Doumit spoke to me immediately after and answered all my questions. Dr. Doumit and her team are truly world class. I feel so lucky to have been in their expert hands.","August 21, 2016",5,5,5,5
Dr. Maya Doumit,Excellent and very knowledgable doctor. Did colonoscopy and removed two polyps for me without feeling anything. Would highly rate her as a gastroenterologist.,"August 7, 2016",5,5,5,5
Dr. Maya Doumit,"Excellent gastroenterologist. Very knowledgable, compassionate and professional! I highly recommend
 her!","August 5, 2016",5,5,5,5
Dr. Maya Doumit,"A very calm, understanding person: someone who wants to find solutions to your problem and will not let you down.","April 14, 2015",5,5,5,5
Dr. Maya Doumit,"Very good doctor. She is knowledgeable, kind, and professional. I had really good experience with her and her staff, highly recommended! HK","February 16, 2015",4,4,5,5
Dr. Maya Doumit,Excellent doctor. Both my husband and I are patients and I couldn't ask for a better doctor.,"August 19, 2014",5,5,5,5
Dr. Maya Doumit,"A bit taken aback by the serious attitude, seems sympathetic but rushed. Not exactly open minded as a specialist but a smile sure wouldn't hurt! Seems competent.","August 12, 2014",3,2,3,4
Dr. Maya Doumit,"Dr Doumit is the best doctor i have ever had. She is amazing, very nice and very smart.Professional and knowledgeable. Highly recommended!","April 2, 2013",4,5,5,5
Dr. Maya Doumit,Very smart and pleasant Doctor . I did not feel any pain while she was doing my scope neither after. She saved my life by removing pre-cancer polype. I am so gracefull to her.,"November 1, 2012",5,5,5,5
Dr. Maya Doumit,Staff did not return phone calls. Nurse prior to colonoscopy was great and was kind and calming. Dr Doumit is set in her way and not willing to work with you or consider other problems which may be underlaying. Only wants to treat symptoms but not willing to search deeper to solve the root of what seems to be a complex problem (in my case). The amount of faith a person puts into a specialist and the amount of time it takes to see one and to be dismissed so casually is very discouraging.,"August 12, 2012",3,3,1,1
Dr. Maya Doumit,"I've been diagnosed with U.C. a year ago and I was referred to Dr. Doumit. She's a nice doctor and has a very friendly approach. She works as a team with me to help ""fix"" my problem. I like her and I can recommend her to anyone who needs gastro/intestinal help.","July 6, 2012",4,5,5,5
Dr. Maya Doumit,Loved her approach. Very knowledgeable and punctual. Didn't find the scope painful at all.,"June 27, 2012",4,5,5,5
Dr. Vincent Thien,amazing... doctor. really helped when my aunt was in need.,"September 18, 2017",5,5,5,5
Dr. Vincent Thien,"Just had my colonoscopy July 2017, and my experience with Dr. Thien and ALL his staff was tops .He was gentle, taking the time to explain before and after the procedure. Joanne (office) was so helpful and Marianne (nurse) very cheerful - all were to be highly recommended. Can't say enough positive things about everyone involved. So glad I dealt with such a compassionate 
staff.","July 10, 2017",5,5,5,5
Dr. Vincent Thien,"TERRIBLE CUSTOMER SERVICE!! Dr. Thien was on vacay for 2 weeks unbeknownst to patients. Voice system says he's on vacay AND to fax in scripts to be filled. My pharmacist did that on August 2. NO response. Dr. Thien is now back on the 15th. It's now August 18th, still NO response. Left 2 messages, NO response as to why script is not renewed. Pharmacist faxes script renewal again on August 17th. NO response. Pathetic!! How the heck do you leave a voice message saying the doc is on vacay AND to fax in scripts as per usual with NO back-up doc to sign off??? So patients are to be without medication for 2+ weeks?? Finally had to book an appt with GP to get script filled. Obviously this doc doesnt care about patients. There has to be some notification system in place so patients know when to fax scripts in when the doc is gone.. OR have a back up doc to sign off on renewals. Just an absolute mess... I can imagine a pile of 20-30 script renewals on his desk unsigned by patients that need their meds. 4-letter words is appropriate here but I know it would be held for censorship. *frustrated & annoyed*","Submitted August 18, 2016",1,1,1,1
Dr. Vincent Thien,"I had a very compassionate, knowledgeable and very supportive experience, with this wonderful Doctor, his super friendly Nurse and within the facility at the North Scarborough Endoscopy Clinic, where they are located. These procedures are always quite stress filled, somewhat uncomfortable in the prepping, but on Thursday June 16, 2016, thay all made me feel wonderful and relieved!! I would highly recommend them..Ginny M.","July 18, 2016",5,5,5,5
Dr. Vincent Thien,Great professional team at the North Scarborough Endoscopy Clinic. Dr. Thien was professional and explained my procedure. I had a gastroscopy/colonoscopy and was in and out of the clinic in about 1 hour and I felt terrific afterwards. I was so impressed that I sent my dad and wife to Dr. Thien for their procedures. I would highly recommend Dr. Thien!!!!,"May 26, 2016",5,5,5,5
Dr. Vincent Thien,"Dr Thien was the attending doctor of my mom during her two stays in hospital. He is a genuine caring Physician and shows his care to patients. He visited my mom in the very early morning (around 7:30am) everyday to see how she was doing, make sure my mom is fine both physically and internally before discharge her. Dr Thien is compassionate and eager to understand concerns from his patient's perspective. It is our treasure to have such specialist in Scarborough.","May 17, 2016",5,5,5,5
Dr. Vincent Thien,"Professional team at the North Scarborough Endoscopy Clinic. Dr. Thien was professional, thoroughly explained my procedure and is a genuine caring Physician. I had a gastroscopy/colonoscopy and was in and out of the clinic in about 1 hour and I felt terrific afterwards. I highly recommend Dr. Thien","February 10, 2016",5,5,5,5
Dr. Vincent Thien,"Great doctor.
looked after me when I was rushed to hospital with diverticulosis complications. And have been seeing him of and on for about 5 years. 
Would definitely recommend him to anyone.","November 30, 2015",5,5,5,5
Dr. Vincent Thien,"Receptionist is nice but is a slacker... Often makes excuses as to why this is late or that is late as to appointments. Didnt return messages that were left as ""important"" on message system 2 weeks earlier. Made to wait 20 min long in order to sign in for my appt becuz she was having an off-topic convo with a patient about plants and gardening. Annoying! Old school 1st gen worker. Not up to date on today's requirement where efficiency and time management is important to patients. As for Dr. Thien he is an excellent gastro doctor. Absolutely ZERO issues with Thien. It's annoying that the receptionist doesnt match the same standards.","Submitted September 22, 2015",1,2,4,4
Dr. Vincent Thien,"Agree with previous comment, Excellent doctor and staff","August 10, 2015",5,5,5,5
Dr. Vincent Thien,Excellent doctor and staff. Helped so much. Made my quality of life 100% better. Helped me understand my situation.,"January 8, 2015",5,5,5,5
Dr. Vincent Thien,The best doctor I have ever seen. Both the doctor and staff are nice and helpful.The doctor is very knowdlegeble. I have been seeing him for last 2 years. He keeps upto his appointment time. Maximum wait time 5 minutes. He listens to me and explain his findings. A great doctor.,"July 19, 2014",5,5,5,5
Dr. Vincent Thien,"Great doctor, extremely helpful & knowledgeable, have been going for 4 years now. Staff is also great too.","March 22, 2014",5,5,5,5
Dr. Vincent Thien,"Dr. Thien,I suffered for a year from post-op cholecystectomy syndrome, at first I didn't understand the reasons for all the symptoms since this syndrome is uncommon symptoms post-op because of his help I got the right treatment to minimized my sufferings. He is very attentive and passionate in giving care.","May 11, 2012",5,5,5,5
Dr. Vincent Thien,"Great doctor! Top notch service, attentive, knows what he's doing, makes his patients feel at ease. I'm saddened I didn't find him earlier.","July 27, 2010",5,5,5,5
Dr. Robert Clark,"Dr. Clark is one of the best specialist I have ever seen. His wonderful bedside manner, his care, concern and personable ways makes him an excellent fit. His receptionist is amazing, always on top of things and proactive. Pleaseeee never retire!","July 6, 2017",5,5,5,5
Dr. Robert Clark,"I would like to use this space and tell u it's been a nightmare to go Dr. Clark my dad was not diagnosed properly by doc Clark after excessive and constant complaining of his stomach hurting .
My dad is 80 years old he ended up going to ER at the trillium hospital and is going thought excessive treatment of livercrisoso . As he was neglected by this doc . He didn't do CT scan on my dad which he needed initially.
And it's been a living nightmare for all of us . With full time working moms and children and hospital visits all 
thanks to him .
My father is super sick and all thanks to g sheet negligence of this doc .
He confirmed there nothing wrong with him.
Terrible doctor 
Never ever go to him if you love ure self and ure dear ones","April 6, 2017",1,1,1,1
Dr. Robert Clark,"Dr. Clark. There just are not enough words to express the caring, compassionate, best bedside manner, personable doctor that Dr. Clark is. He took care of my dad for well over four years and treated him as well as if it was his own dad....He treated him with the best care ever, knowledge and I must say love that any doctor could give. He was there for my dad at any given time. Always ready to help and make him feel better even by just speaking to him. He was a shoulder for me to cry on when dad passed away. He now takes care of my mom and myself with our own issues. Again the best doctor i can ever recommend. He is not only a doctor to our family but much more considered part of our family....He has a special place in our hearts...DR. CLARK PLEASE DON'T EVER RETIRE...","October 5, 2016",5,5,5,5
